update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,2048,1298.0535986883363,1,-1.71875,3.1522251565362525,-12.0,0.0,26.875,39.21236252765191,0.0,114.0,1.9052588194608688,-0.2908835671842098,0.2695178296416998,0.5771195851266384,0.31348279260276135,-1.71875,3.1522251565362525,-12.0,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
2,4096,1484.531306566863,3,-2.46875,3.3562849160194967,-12.0,0.0,64.125,67.88765996114464,0.0,203.0,1.9149627536535263,-0.2672169841825962,0.0032725968630984426,0.05133260739967227,0.13669554004525608,-2.46875,3.3562849160194967,-12.0,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
3,6144,1343.2098725895532,4,-3.4937187507748604,3.632940348919447,-12.0,0.43974998593330383,169.9375,107.7836193201453,15.0,373.0,1.9009802341461182,-0.2562001310288906,0.003253707429394126,0.08245779760181904,0.15930947938992648,-3.4937187507748604,3.632940348919447,-12.0,0.43974998593330383
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
4,8192,2035.980624143027,5,-1.3999687507748604,2.5903742558126,-8.0,0.43974998593330383,309.625,105.96926146293556,56.0,400.0,1.904434934258461,-0.22066716104745865,-0.04107760451734066,0.0055477594723924994,0.05613947472977635,-1.3999687507748604,2.5903742558126,-8.0,0.43974998593330383
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
5,10240,1921.9465802179402,6,-1.6187187507748604,2.7276960780506103,-8.0,0.43974998593330383,353.75,75.01791452713145,163.0,400.0,1.9136425852775574,-0.17488526739180088,-0.029309248318895698,0.0025827828067122027,0.03449520866077973,-1.6187187507748604,2.7276960780506103,-8.0,0.43974998593330383
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
6,12288,1979.8730409998182,7,-0.6600156258791685,1.2802209288745248,-5.0,0.43974998593330383,370.8125,56.16629188178618,228.0,400.0,1.9055739045143127,-0.18395245261490345,-0.0021601457556243986,0.017046580789610744,0.059410085009816996,-0.6600156258791685,1.2802209288745248,-5.0,0.43974998593330383
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
7,14336,2090.868674191742,8,-0.78125,1.3225064980936767,-5.0,0.0,380.25,46.812792055163726,228.0,400.0,1.9074523746967316,-0.1639674138277769,-0.0030275382741820067,0.032517514657229185,0.11262185295134103,-0.78125,1.3225064980936767,-5.0,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
8,16384,2069.9295958329276,9,-0.375,0.649519052838329,-2.5,0.0,391.0,25.524498036200438,302.0,400.0,1.9143857955932617,-0.12451523169875145,-0.0293698541354388,0.0016022383351810277,0.034869848564499664,-0.375,0.649519052838329,-2.5,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
9,18432,2061.594032803835,10,-0.53125,1.0072975913303874,-3.5,0.0,400.0,0.0,400.0,400.0,1.9211307913064957,-0.09969406761229038,-0.023022064939141273,0.00031551113352179527,0.018433577890292638,-0.53125,1.0072975913303874,-3.5,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
10,20480,1988.5870881608253,11,-0.3125,0.8637671850678283,-3.5,0.0,400.0,0.0,400.0,400.0,1.928205981850624,-0.08416260965168476,-0.022181439911946654,0.0003889096733473707,0.015019793816286129,-0.3125,0.8637671850678283,-3.5,0.0
11,22528,1987.5844653472768,12,-0.28125,0.8472151069828724,-3.5,0.0,400.0,0.0,400.0,400.0,1.9291336983442307,-0.07298827450722456,-0.015700299409218132,0.00029185529274400324,0.013573302179485467,-0.28125,0.8472151069828724,-3.5,0.0
12,24576,1514.0391791906331,14,-0.125,0.2795084971874737,-1.0,0.0,386.625,51.8011522555242,186.0,400.0,1.9205799996852875,-0.07664680201560259,-0.003702699235873297,0.0039292645087698475,0.028424739061291386,-0.125,0.2795084971874737,-1.0,0.0
13,26624,1872.7539245830365,15,-0.2036406248807907,0.3661395736082741,-1.0,0.24175000190734863,344.9375,107.93543715457866,61.0,400.0,1.9112547487020493,-0.07115423073992133,-0.0051570153154898435,0.004192542837699875,0.03063930394019871,-0.2036406248807907,0.3661395736082741,-1.0,0.24175000190734863
14,28672,1900.9823200658952,16,-0.1723906248807907,0.3608104265637264,-1.0,0.24175000190734863,344.9375,107.93543715457866,61.0,400.0,1.927020624279976,-0.056951161939650774,-0.01095818099565804,0.00015768770663271425,0.008257575971172642,-0.1723906248807907,0.3608104265637264,-1.0,0.24175000190734863
15,30720,1910.3623137577158,17,-0.07864062488079071,0.27494243685223724,-1.0,0.24175000190734863,358.3125,100.40836540722093,61.0,400.0,1.9326273798942566,-0.04577012546360493,-0.010014522355049849,0.00010339398977521341,0.007179811736396203,-0.07864062488079071,0.27494243685223724,-1.0,0.24175000190734863
16,32768,1786.0263048955167,18,0.0,0.0,0.0,0.0,400.0,0.0,400.0,400.0,1.9321514666080475,-0.041876000352203846,-0.008734754635952413,0.0002059206071862718,0.008082833536026866,0.0,0.0,0.0,0.0
17,34816,1984.0385520796763,19,0.026078125461935997,0.10100014561438571,0.0,0.41725000739097595,391.1875,34.13066573845286,259.0,400.0,1.9289466440677643,-0.030684213619679213,-0.009294241841416806,0.0007876918934925925,0.013161286300707165,0.026078125461935997,0.10100014561438571,0.0,0.41725000739097595
18,36864,1822.83724592023,20,0.026078125461935997,0.10100014561438571,0.0,0.41725000739097595,391.1875,34.13066573845286,259.0,400.0,1.932751938700676,-0.0276467923540622,-0.006075930607039481,5.2070609399379464e-05,0.0045280620197955266,0.026078125461935997,0.10100014561438571,0.0,0.41725000739097595
19,38912,1969.1301747083362,21,-0.15625,0.6051536478449089,-2.5,0.0,377.375,87.62624820794281,38.0,400.0,1.9175677001476288,-0.037303115939721465,0.010200767443166114,0.019852566299960017,0.05935682408784598,-0.15625,0.6051536478449089,-2.5,0.0
20,40960,1853.154926873173,22,-0.1875,0.6091746465505602,-2.5,0.0,353.0625,124.27664138425209,11.0,400.0,1.9172778278589249,-0.0418598847463727,-0.009900755132548511,0.0008694171265233308,0.019254428358454305,-0.1875,0.6091746465505602,-2.5,0.0
21,43008,1617.9238304289904,24,-0.1875,0.6091746465505602,-2.5,0.0,353.0625,124.27664138425209,11.0,400.0,1.9216409772634506,-0.03377377334982157,-0.008666522102430463,0.00012034077008138411,0.009128619119792247,-0.1875,0.6091746465505602,-2.5,0.0
22,45056,1242.3447826617678,25,-0.03125,0.12103072956898178,-0.5,0.0,375.6875,94.16190760466782,11.0,400.0,1.9281844198703766,-0.02694737585261464,-0.007354732952080667,7.683460171392653e-05,0.00684994187372211,-0.03125,0.12103072956898178,-0.5,0.0
23,47104,1016.2022908615509,27,0.0,0.0,0.0,0.0,400.0,0.0,400.0,400.0,1.9352219551801682,-0.021453321911394596,-0.005327518854755908,5.940255050518317e-05,0.0046656656652410596,0.0,0.0,0.0,0.0
24,49152,1373.5060955993106,29,0.0,0.0,0.0,0.0,400.0,0.0,400.0,400.0,1.935886710882187,-0.01744002033956349,-0.003938100708182901,3.1695747338744695e-05,0.0027575416368288003,0.0,0.0,0.0,0.0
25,51200,1145.7214901908687,31,0.0,0.0,0.0,0.0,400.0,0.0,400.0,400.0,1.9347800761461258,-0.014590169303119183,-0.003826236294116825,3.6324237271401216e-05,0.003779640073992285,0.0,0.0,0.0,0.0
26,53248,1232.5015857638239,32,0.0,0.0,0.0,0.0,400.0,0.0,400.0,400.0,1.9191905707120895,-0.03356920852093026,0.01595539416302927,0.019379771081730723,0.07064781813968557,0.0,0.0,0.0,0.0
27,55296,1416.8564634300624,34,-0.1875,0.7261843774138906,-3.0,0.0,382.0,69.7137002317335,112.0,400.0,1.930272325873375,-0.048397318460047245,0.009746877825818956,0.018060731468722224,0.04350331700309332,-0.1875,0.7261843774138906,-3.0,0.0
28,57344,1398.1193104533734,35,-0.1875,0.7261843774138906,-3.0,0.0,382.0,69.7137002317335,112.0,400.0,1.9303604811429977,-0.035236972849816084,-0.009660969080869108,0.00024739557738939766,0.0131746549304305,-0.1875,0.7261843774138906,-3.0,0.0
29,59392,1456.2935828841648,37,-0.28125,0.7899515412352837,-3.0,0.0,383.6875,63.17804083500849,139.0,400.0,1.9231761395931244,-0.04472512938082218,0.0027955447148997337,0.0035142261040164158,0.028549767290474565,-0.28125,0.7899515412352837,-3.0,0.0
30,61440,1094.957166581092,39,-0.3125,0.7880950133074057,-3.0,0.0,383.0625,63.062933596130776,139.0,400.0,1.9260197281837463,-0.040201614145189524,0.008717387216165662,0.006895738712046295,0.04556948667533271,-0.3125,0.7880950133074057,-3.0,0.0
31,63488,950.9948923767824,41,-0.40625,0.8332682266233364,-3.0,0.0,383.0625,63.062933596130776,139.0,400.0,1.92514768242836,-0.0313406502828002,-0.008847858232911676,0.00032663115052855574,0.015472806647319835,-0.40625,0.8332682266233364,-3.0,0.0
32,65536,1536.06106810167,42,-0.125,0.375,-1.5,0.0,399.375,2.4206145913796355,390.0,400.0,1.9295089691877365,-0.022795257158577442,-0.005815789569169283,0.00010010496771428734,0.006693443087859124,-0.125,0.375,-1.5,0.0
33,67584,1453.6930247419084,43,-0.09375,0.3630921887069453,-1.5,0.0,400.0,0.0,400.0,400.0,1.9082770496606827,-0.055933764670044184,0.024234188662376255,0.050282068201340735,0.10806993325428871,-0.09375,0.3630921887069453,-1.5,0.0
34,69632,1626.5051141572917,45,-0.4375,1.5699820858850588,-6.5,0.0,390.9375,35.09891157500471,255.0,400.0,1.909402072429657,-0.0795362121425569,0.009714876352518331,0.0211900343419984,0.08870776898300889,-0.4375,1.5699820858850588,-6.5,0.0
35,71680,1691.4953941352119,46,-0.4375,1.5699820858850588,-6.5,0.0,390.9375,35.09891157500471,255.0,400.0,1.9203135073184967,-0.033923338167369366,-0.008620541077107191,0.00032628642111376394,0.013200492794448439,-0.4375,1.5699820858850588,-6.5,0.0
36,73728,1722.2001087460362,47,-0.4174687508493662,1.5774631080138852,-6.5,0.320499986410141,372.75,83.65367595031314,62.0,400.0,1.9173723608255386,-0.029477386735379696,-0.007928732957225293,0.001267278981686104,0.019106057448070403,-0.4174687508493662,1.5774631080138852,-6.5,0.320499986410141
37,75776,1743.1998639522599,48,-0.07371875084936619,0.28126599661844187,-1.0,0.320499986410141,372.75,83.65367595031314,62.0,400.0,1.930638238787651,-0.020395068218931556,-0.0040980752382893115,7.604202619404532e-05,0.004442547258584814,-0.07371875084936619,0.28126599661844187,-1.0,0.320499986410141
38,77824,1775.7983901510454,49,-0.07371875084936619,0.28126599661844187,-1.0,0.320499986410141,372.75,83.65367595031314,62.0,400.0,1.9337954819202423,-0.017174691427499056,-0.0040507318917661905,4.9412013140681665e-05,0.003276587207974453,-0.07371875084936619,0.28126599661844187,-1.0,0.320499986410141
39,79872,1828.0594994271044,51,-0.125,0.2795084971874737,-1.0,0.0,378.4375,60.3292722793007,172.0,400.0,1.9231327325105667,-0.02135937800630927,0.0036616277939174324,0.0018770516035147011,0.016880343065113088,-0.125,0.2795084971874737,-1.0,0.0
40,81920,1880.9633653865947,52,-0.05371875036507845,0.17204087125339532,-0.5,0.1404999941587448,377.3125,60.08402319876724,172.0,400.0,1.9334040433168411,-0.015420265961438417,-0.004708881257101893,0.00014574679516954347,0.006765880825279156,-0.05371875036507845,0.17204087125339532,-0.5,0.1404999941587448
41,83968,1846.009524965911,53,-0.20996875036507845,0.35919617118301844,-1.0,0.1404999941587448,330.5,129.73482570227625,19.0,400.0,1.9233422428369522,-0.01716948044486344,0.008178200951078907,0.004718398340628482,0.03740366176444335,-0.20996875036507845,0.35919617118301844,-1.0,0.1404999941587448
42,86016,1768.3739033785257,54,-0.15625,0.34089725358236606,-1.0,0.0,353.1875,123.875551840345,19.0,400.0,1.9313068836927414,-0.01520057546440512,-0.003151328033709433,0.00014525542246701661,0.007133110321585787,-0.15625,0.34089725358236606,-1.0,0.0
43,88064,1784.1981550959808,55,-0.09375,0.2633171804117612,-1.0,0.0,353.1875,123.875551840345,19.0,400.0,1.9297783374786377,-0.01729493250604719,-0.0035786188091151416,0.00012811921715183416,0.006913096022243111,-0.09375,0.2633171804117612,-1.0,0.0
