update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
44,90112,1643.6256768048593,56,0.013421875424683094,0.05198269999466822,0.0,0.2147500067949295,396.8125,12.34513441603614,349.0,400.0,1.9331678599119186,-0.010542930685915053,-0.00419900895212777,0.00024081763876893092,0.008627959375172852,0.013421875424683094,0.05198269999466822,0.0,0.2147500067949295
45,92160,1808.5230280001078,58,0.013421875424683094,0.05198269999466822,0.0,0.2147500067949295,396.8125,12.34513441603614,349.0,400.0,1.9373122155666351,-0.007582681952044368,-0.0017027546127792448,1.878738362393051e-05,0.001892675440384546,0.013421875424683094,0.05198269999466822,0.0,0.2147500067949295
46,94208,1841.1325413330974,59,-0.09375,0.2633171804117612,-1.0,0.0,373.75,85.28445051707844,50.0,400.0,1.9234986901283264,-0.01385694951750338,0.00851709209382534,0.0031533750297967345,0.021790869565853917,-0.09375,0.2633171804117612,-1.0,0.0
47,96256,1586.8188827343001,60,-0.09375,0.2633171804117612,-1.0,0.0,373.75,85.28445051707844,50.0,400.0,1.9351630806922913,-0.011222689063288271,-0.002188620390370488,4.5675013552681776e-05,0.003949784017924679,-0.09375,0.2633171804117612,-1.0,0.0
48,98304,1499.4072307587844,61,-0.09375,0.2633171804117612,-1.0,0.0,373.75,85.28445051707844,50.0,400.0,1.931386262178421,-0.010523308417759836,-0.002722071745665744,5.769896006313502e-05,0.004893468698717172,-0.09375,0.2633171804117612,-1.0,0.0
49,100352,1515.2773564329923,63,-0.0625,0.24206145913796356,-1.0,0.0,376.75,90.04686279932244,28.0,400.0,1.930232360959053,-0.012187335640192032,0.0048612350365146995,0.0027016552485292777,0.012081298209217502,-0.0625,0.24206145913796356,-1.0,0.0
50,102400,1408.4960987312452,64,-0.0625,0.24206145913796356,-1.0,0.0,376.75,90.04686279932244,28.0,400.0,1.9358879178762436,-0.007378866081126034,-0.0024593898124294356,7.517369976994814e-05,0.006687409936878096,-0.0625,0.24206145913796356,-1.0,0.0
51,104448,1554.5400864468409,65,-0.0625,0.24206145913796356,-1.0,0.0,376.75,90.04686279932244,28.0,400.0,1.9293398410081863,-0.011928054504096508,0.0018716002869041404,0.0009178959408018272,0.011741738395785309,-0.0625,0.24206145913796356,-1.0,0.0
52,106496,1788.4184123137397,67,0.001156248152256012,0.18007304573172506,-0.5,0.5184999704360962,388.375,45.02343139966122,214.0,400.0,1.9313922077417374,-0.0071736185636837035,-0.007164151262259111,0.0011157337303302484,0.01380087208084452,0.001156248152256012,0.18007304573172506,-0.5,0.5184999704360962
53,108544,1926.9638338213217,68,0.001156248152256012,0.18007304573172506,-0.5,0.5184999704360962,388.375,45.02343139966122,214.0,400.0,1.938101440668106,0.0009559456957504153,-0.00047718980567879044,1.779321894446184e-05,0.002586248711182813,0.001156248152256012,0.18007304573172506,-0.5,0.5184999704360962
54,110592,2011.0137417197225,69,0.001156248152256012,0.18007304573172506,-0.5,0.5184999704360962,388.375,45.02343139966122,214.0,400.0,1.9236283004283905,-0.012090708245523274,0.011151180835440755,0.007677561865421012,0.03538070989402063,0.001156248152256012,0.18007304573172506,-0.5,0.5184999704360962
55,112640,2120.6997404530134,70,0.0,0.0,0.0,0.0,400.0,0.0,400.0,400.0,1.9294672757387161,-0.010081935673952103,-0.003021320851985365,0.0001369704714306863,0.006783587461126374,0.0,0.0,0.0,0.0
56,114688,1971.4250417869555,71,-0.09375,0.3630921887069453,-1.5,0.0,400.0,0.0,400.0,400.0,1.9328018873929977,-0.006488994986284524,-0.0013284758097142912,2.4128310315063572e-05,0.002415536636721267,-0.09375,0.3630921887069453,-1.5,0.0
57,116736,1951.0030121535467,72,-0.09375,0.3630921887069453,-1.5,0.0,400.0,0.0,400.0,400.0,1.937050610780716,-0.006076587364077568,-0.0010398203085060231,1.28075680549955e-05,0.0017106039196523458,-0.09375,0.3630921887069453,-1.5,0.0
58,118784,2052.2897281758587,73,-0.09375,0.3630921887069453,-1.5,0.0,400.0,0.0,400.0,400.0,1.9366568326950073,-0.005898440140299499,-0.0012203936712467112,1.502505529060727e-05,0.0016687799318789564,-0.09375,0.3630921887069453,-1.5,0.0
59,120832,2125.08524947058,74,0.04309374839067459,0.16690136984273538,0.0,0.6894999742507935,383.625,63.42010229414645,138.0,400.0,1.9378011524677277,-0.00019372276165086078,-0.004236859873344656,0.0013477773882186739,0.013441208578739029,0.04309374839067459,0.16690136984273538,0.0,0.6894999742507935
60,122880,1910.8756775707536,75,0.04309374839067459,0.16690136984273538,0.0,0.6894999742507935,383.625,63.42010229414645,138.0,400.0,1.9394915997982025,-0.0015930756198940799,-0.0009419269481441006,4.240514567754872e-05,0.00253554483041855,0.04309374839067459,0.16690136984273538,0.0,0.6894999742507935
61,124928,1789.6066173031486,76,0.04309374839067459,0.16690136984273538,0.0,0.6894999742507935,383.625,63.42010229414645,138.0,400.0,1.9335625618696213,-0.010667622897017282,0.014364866656251252,0.012520144635345787,0.024698401808326352,0.04309374839067459,0.16690136984273538,0.0,0.6894999742507935
62,126976,2169.1841664006724,77,-0.15625,0.4911323014219285,-2.0,0.0,378.9375,81.57471172949371,63.0,400.0,1.9337120354175568,-0.016085617477074265,0.0017611657021916471,0.0008310932971653529,0.009271566385636948,-0.15625,0.4911323014219285,-2.0,0.0
63,129024,2248.115479164993,78,-0.28125,0.6606992034958117,-2.0,0.0,358.875,108.84327896108239,63.0,400.0,1.92225681245327,-0.028050605673342943,0.010438269819132984,0.006773074972443283,0.02130660404138003,-0.28125,0.6606992034958117,-2.0,0.0
64,131072,1565.925813198394,79,-0.15625,0.4911323014219285,-2.0,0.0,358.875,108.84327896108239,63.0,400.0,1.9317171722650528,-0.020326842088252306,-0.006240373943001032,6.0754640344384825e-05,0.006219122730798937,-0.15625,0.4911323014219285,-2.0,0.0
65,133120,1830.4006055070972,80,-0.125,0.4841229182759271,-2.0,0.0,379.9375,77.7017283832863,79.0,400.0,1.9281355887651443,-0.024228667840361595,0.0018705491675063968,0.003057581896428019,0.017150380513301994,-0.125,0.4841229182759271,-2.0,0.0
66,135168,2068.1539170868614,81,-0.125,0.4841229182759271,-2.0,0.0,379.9375,77.7017283832863,79.0,400.0,1.9223068207502365,-0.031053996877744794,0.0021284443864715286,0.00366677061538212,0.016963011825636462,-0.125,0.4841229182759271,-2.0,0.0
67,137216,1931.9934460165657,82,-0.1875,0.3903123748998999,-1.0,0.0,375.4375,95.13015344121968,7.0,400.0,1.9236204624176025,-0.018301774049177766,-0.003746469294128474,0.0017633005281822989,0.012476699940593911,-0.1875,0.3903123748998999,-1.0,0.0
68,139264,2027.05097517469,83,-0.25,0.4330127018922193,-1.0,0.0,363.8125,102.49769433382392,7.0,400.0,1.9278050661087036,-0.025968153029680252,0.0018472758274583612,0.003161312488373369,0.01425815307529733,-0.25,0.4330127018922193,-1.0,0.0
69,141312,1822.6167867042593,85,-0.25,0.4330127018922193,-1.0,0.0,363.8125,102.49769433382392,7.0,400.0,1.9323405623435974,-0.02206243760883808,-0.004833945364225656,5.6623920499987435e-05,0.0037593983573070986,-0.25,0.4330127018922193,-1.0,0.0
70,143360,1815.1124991626964,86,-0.125,0.33071891388307384,-1.0,0.0,363.8125,102.49769433382392,7.0,400.0,1.9364469200372696,-0.01852804678492248,-0.003986449621152133,1.8385079670224513e-05,0.0024395955808100486,-0.125,0.33071891388307384,-1.0,0.0
71,145408,1748.5629902731118,87,0.0,0.0,0.0,0.0,400.0,0.0,400.0,400.0,1.933026745915413,-0.01577464258298278,-0.004263603128492832,4.178019139544631e-05,0.00306869321559277,0.0,0.0,0.0,0.0
72,147456,1333.8198565519392,88,0.04675000160932541,0.18106197766808724,0.0,0.7480000257492065,382.0,69.7137002317335,112.0,400.0,1.9355288296937943,-0.007201331958640367,-0.0074095327872782946,0.0013587921202997677,0.009900705566898139,0.04675000160932541,0.18106197766808724,0.0,0.7480000257492065
73,149504,1989.0028818764104,89,0.04675000160932541,0.18106197766808724,0.0,0.7480000257492065,382.0,69.7137002317335,112.0,400.0,1.9411323219537735,-0.008417506352998316,-0.0017745594232110307,1.5016515021670784e-05,0.0022131865601284694,0.04675000160932541,0.18106197766808724,0.0,0.7480000257492065
74,151552,1635.9919818641577,91,0.04675000160932541,0.18106197766808724,0.0,0.7480000257492065,382.0,69.7137002317335,112.0,400.0,1.9426327347755432,-0.005504684057086706,-0.0005714103099307977,0.00017868415307020769,0.004973165096980585,0.04675000160932541,0.18106197766808724,0.0,0.7480000257492065
75,153600,2009.3766772516476,92,0.023125000298023224,0.0895627410352855,0.0,0.3700000047683716,392.5,29.047375096555626,280.0,400.0,1.9399496614933014,0.0007144042137952056,-0.003440483153099194,0.0005229481394053437,0.0060065003290349465,0.023125000298023224,0.0895627410352855,0.0,0.3700000047683716
76,155648,2061.6365851838004,93,-0.091796875,0.5305080495485734,-2.0,0.45774999260902405,369.75,50.61928980141859,241.0,400.0,1.9332074224948883,-0.010775747708976269,0.01418529823422432,0.012773397116689011,0.030013277833779328,-0.091796875,0.5305080495485734,-2.0,0.45774999260902405
77,157696,2060.513988693713,94,-0.091796875,0.5305080495485734,-2.0,0.45774999260902405,369.75,50.61928980141859,241.0,400.0,1.9342577755451202,-0.008686791639775038,-0.0003327217796140758,0.0008174315298674628,0.007706238544062239,-0.091796875,0.5305080495485734,-2.0,0.45774999260902405
78,159744,1580.5981647257117,95,-0.11492187529802322,0.5177858333838863,-2.0,0.45774999260902405,377.25,45.38515726534392,241.0,400.0,1.9388680905103683,-0.010001470916904509,-0.0013478236578521319,5.490444118549931e-05,0.0029636897424970988,-0.11492187529802322,0.5177858333838863,-2.0,0.45774999260902405
79,161792,2047.371286817212,96,-0.002640625461935997,0.1694519639323114,-0.5,0.45774999260902405,383.5625,44.56311360026361,241.0,400.0,1.9374509006738663,-0.007570823887363076,-0.0018009211489697918,2.2132207959657535e-05,0.0024257782171236966,-0.002640625461935997,0.1694519639323114,-0.5,0.45774999260902405
80,163840,2117.626177707414,97,-0.15625,0.4911323014219285,-2.0,0.0,393.9375,23.479961536382465,303.0,400.0,1.9279280453920364,-0.02534343395382166,0.023457540664821863,0.014331815182231367,0.02655466768283824,-0.15625,0.4911323014219285,-2.0,0.0
81,165888,1933.7100664444947,98,-0.25,0.5303300858899106,-2.0,0.0,367.25,93.1588025899861,20.0,400.0,1.9271916896104813,-0.025835392763838172,0.0015967875660862774,0.0029151985654607415,0.01642495746213668,-0.25,0.5303300858899106,-2.0,0.0
82,167936,2076.0975526756365,99,-0.25,0.5303300858899106,-2.0,0.0,367.25,93.1588025899861,20.0,400.0,1.9056851118803024,-0.03189266822300851,0.006739800766808912,0.0087283561588265,0.022560976881128847,-0.25,0.5303300858899106,-2.0,0.0
83,169984,1769.109221392421,100,-0.1875,0.42847841252506524,-1.5,0.0,373.3125,91.9284495885251,20.0,400.0,1.931026577949524,-0.034585434943437576,-0.00907357526011765,0.00011631859797489597,0.0058738068274223265,-0.1875,0.42847841252506524,-1.5,0.0
84,172032,1615.1457434756735,102,-0.1875,0.49607837082461076,-1.5,0.0,400.0,0.0,400.0,400.0,1.9353133887052536,-0.028409421676769853,-0.006820170965511352,4.61006793557317e-05,0.0031617867852056112,-0.1875,0.49607837082461076,-1.5,0.0
85,174080,1698.9881532748198,103,-0.1875,0.49607837082461076,-1.5,0.0,400.0,0.0,400.0,400.0,1.9370131194591522,-0.025346689857542515,-0.0052044891635887325,2.9505737074941862e-05,0.002756983885353344,-0.1875,0.49607837082461076,-1.5,0.0
86,176128,1757.1391413190427,104,-0.125,0.375,-1.5,0.0,386.8125,51.07496787811031,189.0,400.0,1.9288057684898376,-0.024442271795123816,-0.002274089441925753,0.0008848169763950864,0.00979811390091594,-0.125,0.375,-1.5,0.0
87,178176,1767.8880331797448,105,-0.09375,0.2633171804117612,-1.0,0.0,368.5,84.59240509643877,107.0,400.0,1.925606146454811,-0.029590109828859568,0.0010063522968266625,0.0035016319598071277,0.01625142854626402,-0.09375,0.2633171804117612,-1.0,0.0
88,180224,1641.1449034993718,106,-0.06471874937415123,0.2956712696321022,-1.0,0.4645000100135803,358.375,89.75374295816303,107.0,400.0,1.9309135675430298,-0.016817669733427465,-0.006634597317315638,0.0006233762669580756,0.010458962523245609,-0.06471874937415123,0.2956712696321022,-1.0,0.4645000100135803
89,182272,1827.6903779560564,107,-0.03346874937415123,0.273614434965964,-1.0,0.4645000100135803,371.5625,78.72179554449961,107.0,400.0,1.9358178079128265,-0.014461646438576281,-0.0034397473209537566,4.3877670577785466e-05,0.002982721791755966,-0.03346874937415123,0.273614434965964,-1.0,0.4645000100135803
90,184320,1837.1201162762595,109,0.02903125062584877,0.11243755019348593,0.0,0.4645000100135803,389.875,39.2139563803501,238.0,400.0,1.9405341893434525,-0.011113848886452615,-0.0031442906765732914,1.1853108048853755e-05,0.0014522636516984817,0.02903125062584877,0.11243755019348593,0.0,0.4645000100135803
91,186368,1657.8468655068727,110,0.0,0.0,0.0,0.0,400.0,0.0,400.0,400.0,1.9400678724050522,-0.009711557067930698,-0.0019464902579784393,8.740540806684294e-06,0.0011899452186347214,0.0,0.0,0.0,0.0
92,188416,1482.0079742642783,111,-0.02384375035762787,0.2114046559667545,-0.5,0.4375,352.3125,104.06711701469393,13.0,400.0,1.9290578663349152,-0.012769772845786065,0.006984798092162237,0.005912084016017616,0.024207873347426363,-0.02384375035762787,0.2114046559667545,-0.5,0.4375
93,190464,939.0979509579419,113,-0.08634375035762787,0.31670997737633455,-1.0,0.4375,332.9375,120.88396748018324,13.0,400.0,1.9403527081012726,-0.017250657780095935,-0.0048369355499744415,0.00011514549078128766,0.005948615165003052,-0.08634375035762787,0.31670997737633455,-1.0,0.4375
94,192512,1171.4975865465774,115,-0.08634375035762787,0.31670997737633455,-1.0,0.4375,332.9375,120.88396748018324,13.0,400.0,1.9402934461832047,-0.010559541406109929,-0.004049927461892366,0.00014752079596291878,0.006118438612718966,-0.08634375035762787,0.31670997737633455,-1.0,0.4375
